"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,4.18979786594248,0.326,0.027,0,"2","PLA2R1"
0,2.05666698077506,0.425,0.126,0,"2","AEBP1"
0,2.03627283913737,0.434,0.135,0,"2","RIC8A"
0,2.20734570346215,0.411,0.112,0,"2","LRP10"
0,1.39169008428862,0.478,0.179,0,"2","FHL1"
0,1.09099268136758,0.654,0.356,0,"2","DIPK2A"
0,1.99720248698542,0.443,0.145,0,"2","GYG1"
0,1.29481022629162,0.673,0.375,0,"2","HIVEP1"
0,2.97501586593502,0.352,0.054,0,"2","BDNF"
0,1.34019801884539,0.531,0.234,0,"2","MB21D2"
0,3.41191774420626,0.329,0.032,0,"2","LOX"
0,1.54122016128702,0.455,0.158,0,"2","HABP4"
0,1.00329044563933,0.918,0.621,0,"2","TJP1"
0,1.22710187641704,0.521,0.224,0,"2","FMR1"
0,1.53992475767896,0.477,0.18,0,"2","LPIN2"
0,2.90003587151558,0.329,0.033,0,"2","MAGI2-AS3"
0,1.67747259263151,0.528,0.232,0,"2","NFKBIA"
0,1.64503839570204,0.476,0.18,0,"2","F2R"
0,1.77825747098059,0.474,0.178,0,"2","ELF1"
0,2.79698122992044,0.345,0.049,0,"2","COLEC12"
0,2.06030526665687,0.426,0.13,0,"2","GNA11"
0,2.05138111704985,0.377,0.081,0,"2","AGPAT3"
0,1.22313131914848,0.75,0.454,0,"2","KDM6A"
0,1.31147899743625,0.919,0.624,0,"2","TRIO"
0,1.07810353887303,0.538,0.244,0,"2","OSTM1"
0,1.13425786663148,0.604,0.31,0,"2","CAPNS1"
0,4.86706015659067,0.305,0.011,0,"2","JPH2"
0,1.09310134936322,0.764,0.471,0,"2","SC5D"
0,1.07272764445962,0.549,0.256,0,"2","SUPT6H"
0,1.70293427479622,0.422,0.13,0,"2","TRIM8"
0,2.09611798319838,0.404,0.113,0,"2","SDC3"
0,3.7687886150278,0.321,0.03,0,"2","OLFML2A"
0,1.16221927066174,0.476,0.185,0,"2","SIK2"
0,1.02706800681387,0.608,0.317,0,"2","ARCN1"
0,1.10670608819182,0.548,0.258,0,"2","CYFIP1"
0,2.75436275403134,0.345,0.055,0,"2","EFNA1"
0,1.39809570727367,0.429,0.139,0,"2","SSH1"
0,1.89702222272505,0.407,0.117,0,"2","TNFAIP1"
0,1.21139591786263,0.555,0.266,0,"2","SDF4"
0,1.2324682871619,0.682,0.393,0,"2","NES"
0,1.3464460475785,0.519,0.23,0,"2","AKT1"
0,3.64296910625145,0.318,0.029,0,"2","CRHBP"
0,2.8759386210615,0.349,0.06,0,"2","GAS1"
0,1.2067621526634,0.477,0.188,0,"2","TRAF3"
0,1.54179248070803,0.424,0.135,0,"2","SLC23A2"
0,1.59107292490125,0.498,0.21,0,"2","PLIN3"
0,1.12475387293032,0.946,0.658,0,"2","TLE4"
0,1.42168825385021,0.461,0.174,0,"2","ELL2"
0,1.78940027708274,0.449,0.162,0,"2","MGAT1"
0,1.32037064220433,0.912,0.626,0,"2","EZR"
0,1.49033664988606,0.503,0.217,0,"2","MAP7D3"
0,3.69178999365557,0.311,0.025,0,"2","FOSL2"
0,1.24749766470157,0.469,0.183,0,"2","TMEM87B"
0,1.04943866172323,0.509,0.224,0,"2","SORT1"
0,3.60415369133296,0.325,0.04,0,"2","PTH1R"
0,1.75169681827553,0.43,0.145,0,"2","PCDHB5"
0,2.31463464731578,0.377,0.092,0,"2","MET"
0,1.18638500578206,0.524,0.239,0,"2","HNRNPUL2"
0,1.0179277286627,0.548,0.263,0,"2","DZIP1"
0,4.00130425704687,0.295,0.01,0,"2","SGMS2"
0,1.49317259420747,0.477,0.192,0,"2","ELK3"
0,1.16623956316649,0.525,0.241,0,"2","MSANTD3"
0,2.52790893166917,0.444,0.16,0,"2","FREM2"
0,1.19041276830933,0.594,0.31,0,"2","ANKS1B"
0,1.97510844754574,0.407,0.123,0,"2","MGAT2"
0,1.02087102488397,0.603,0.319,0,"2","CYB5R3"
0,1.18822289257428,0.564,0.28,0,"2","RAB31"
0,1.07988519584732,0.429,0.146,0,"2","HGSNAT"
0,2.26953199279621,0.384,0.101,0,"2","POGLUT3"
0,1.1281793974413,0.522,0.239,0,"2","NDFIP2"
0,1.40889195109316,0.437,0.155,0,"2","BTN2A1"
0,1.41501662471141,0.458,0.176,0,"2","XPNPEP1"
0,2.80371606464603,0.327,0.045,0,"2","TMEM88"
0,2.75419013656137,0.367,0.085,0,"2","COBLL1"
0,1.61206792204809,0.479,0.197,0,"2","TRIP6"
0,2.31212820997597,0.345,0.063,0,"2","MTSS2"
0,1.11215375666984,0.483,0.201,0,"2","ZFX"
0,1.57646579619872,0.397,0.116,0,"2","AGRN"
0,2.29333059281748,0.398,0.117,0,"2","ATF3"
0,1.35590914431736,0.495,0.214,0,"2","CTSB"
0,1.64354958617194,0.452,0.172,0,"2","KIAA2013"
0,1.74775129515157,0.969,0.689,0,"2","EXT1"
0,1.2623666168756,0.542,0.262,0,"2","TIGAR"
0,1.46369608749183,0.438,0.158,0,"2","WWC3"
0,1.046435550463,0.891,0.611,0,"2","SMS"
0,1.19759621308836,0.398,0.119,0,"2","PPP3CC"
0,1.79334601557768,0.452,0.173,0,"2","CDH8"
0,2.05078406255749,0.386,0.109,0,"2","TEAD3"
0,1.37141101444824,0.423,0.146,0,"2","FOXK1"
0,2.75131153903602,0.307,0.03,0,"2","FGF9"
0,1.00195943129849,0.603,0.326,0,"2","RER1"
0,1.10103804470056,0.516,0.24,0,"2","JUP"
0,1.45789081223938,0.424,0.148,0,"2","ARHGEF18"
0,1.77070629422777,0.4,0.125,0,"2","PLOD1"
0,2.17603882674791,0.378,0.103,0,"2","TMEM45A"
0,1.72648560265935,0.391,0.116,0,"2","ZBTB38"
0,3.33081366928159,0.31,0.035,0,"2","TRIM22"
0,3.66279236638877,0.31,0.035,0,"2","RUNX1"
0,1.03596990044962,0.534,0.26,0,"2","TOR1AIP2"
0,1.25421308248479,0.937,0.663,0,"2","MAP4"
0,1.69274844201517,0.49,0.217,0,"2","HMCN1"
0,1.32222359545387,0.444,0.171,0,"2","SLC38A10"
0,1.83656452592271,0.464,0.191,0,"2","MBP"
0,1.05468200688322,0.534,0.262,0,"2","YIPF5"
0,1.28687490744491,0.546,0.274,0,"2","VOPP1"
0,1.5256802994563,0.433,0.161,0,"2","KMT5A"
0,1.31209397551049,0.494,0.222,0,"2","NAT14"
0,1.37949084262181,0.48,0.209,0,"2","LRRC42"
0,2.01153938872806,0.369,0.098,0,"2","C2orf27A"
0,1.53784200163782,0.456,0.185,0,"2","SKP2"
0,2.49058633054098,0.336,0.065,0,"2","NOX4"
0,1.70900169522517,0.972,0.701,0,"2","MYH10"
0,2.8852835640582,0.32,0.049,0,"2","WTIP"
0,2.71320358606986,0.346,0.075,0,"2","SYNJ2"
0,2.77732757019398,0.315,0.045,0,"2","CAV2"
0,2.66421448794694,0.326,0.056,0,"2","CHPF2"
0,1.62321336972982,0.451,0.181,0,"2","SLC2A4RG"
0,3.08651838767864,0.312,0.043,0,"2","STK32B"
0,2.24016707367891,0.368,0.099,0,"2","SLC2A8"
0,1.68504879774389,0.44,0.171,0,"2","TMEM109"
0,1.36145902805755,0.386,0.117,0,"2","CUEDC1"
0,4.3029340843992,0.29,0.021,0,"2","PLD1"
0,4.80028487094416,0.294,0.025,0,"2","LINC02163"
0,3.83858157558531,0.296,0.027,0,"2","ADAM33"
0,3.35351682410665,0.314,0.046,0,"2","ZFPM2"
0,1.20077168408516,0.651,0.383,0,"2","OXR1"
0,3.36030631766608,0.304,0.037,0,"2","NDNF"
0,2.90367740886091,0.314,0.047,0,"2","CREB3L1"
0,2.92674269840112,0.328,0.061,0,"2","HSPA2"
0,1.84519739079033,0.419,0.152,0,"2","RFLNB"
0,1.50739860818871,0.933,0.666,0,"2","TPM4"
0,2.7521398365369,0.311,0.045,0,"2","NEDD9"
0,1.06605491502833,0.515,0.249,0,"2","ATP6V1B2"
0,2.90463907670495,0.995,0.729,0,"2","VIM"
0,1.49786952080134,0.445,0.179,0,"2","FLII"
0,1.61136716266529,0.386,0.121,0,"2","EGLN1"
0,1.17714371038593,0.451,0.186,0,"2","ARFGAP3"
0,3.93624900225777,0.296,0.032,0,"2","NXPH2"
0,2.23692542276057,0.367,0.103,0,"2","DCBLD1"
0,1.26505010420111,0.442,0.178,0,"2","HERPUD1"
0,1.46535780126938,0.41,0.146,0,"2","ZDHHC7"
0,3.51350259807963,0.285,0.021,0,"2","AC006460.2"
0,4.01929904676223,0.28,0.017,0,"2","DDR2"
0,3.59968856859605,0.301,0.038,0,"2","SLC25A48"
0,1.03422345694079,0.896,0.633,0,"2","RCN1"
0,2.33134921040958,0.35,0.088,0,"2","PHLDA3"
0,1.81007535430372,0.518,0.256,0,"2","MANBA"
0,1.52357592125189,0.958,0.696,0,"2","APLP2"
0,3.57593382784283,0.29,0.028,0,"2","EPSTI1"
0,1.75126126023977,0.394,0.133,0,"2","SFT2D2"
0,3.1678862017677,0.291,0.03,0,"2","BST1"
0,1.05955924600326,0.456,0.195,0,"2","KCTD20"
0,1.17664872558673,0.496,0.235,0,"2","GTF2F1"
0,1.47291960166249,0.454,0.193,0,"2","SDC4"
0,2.34377607424318,0.337,0.077,0,"2","MATN3"
0,3.06609797307487,0.297,0.037,0,"2","HSPB8"
0,1.13919370608901,0.489,0.229,0,"2","AP2A1"
0,1.30707780545846,0.528,0.269,0,"2","USP53"
0,4.75843956033909,0.277,0.018,0,"2","PRR16"
0,1.27020937125943,0.512,0.253,0,"2","SLC25A37"
0,2.38710969826442,0.335,0.076,0,"2","MCAM"
0,1.41069137536162,0.371,0.112,0,"2","ANKRD52"
0,1.51929177401731,0.958,0.699,0,"2","DSTN"
0,1.14037586458266,0.432,0.174,0,"2","OTUD7B"
0,1.34748245288072,0.433,0.175,0,"2","TRAF5"
0,2.29510465954011,0.31,0.052,0,"2","C1QTNF3"
0,2.4941694195627,0.343,0.085,0,"2","NR3C1"
0,2.21612022455981,0.32,0.063,0,"2","ADAMTS9-AS2"
0,1.5803036120362,0.425,0.168,0,"2","TNFRSF1A"
0,2.1608656854288,0.328,0.071,0,"2","MORC4"
0,1.02390913022171,0.59,0.333,0,"2","PLEKHA7"
0,1.39692416810436,0.401,0.145,0,"2","MPP5"
0,2.09327193837834,0.343,0.087,0,"2","PLXNB2"
0,1.06562589639549,0.453,0.198,0,"2","PDIA5"
0,1.43826993843608,0.387,0.132,0,"2","VLDLR"
0,3.61893382776671,0.273,0.018,0,"2","HOXC6"
0,1.70651725411377,0.383,0.129,0,"2","KIAA1522"
0,3.72206455168558,0.27,0.016,0,"2","FGF5"
0,2.10185257194906,0.305,0.051,0,"2","ABCB4"
0,2.65221779061784,0.297,0.043,0,"2","LINC00571"
0,4.16162281357351,0.265,0.011,0,"2","RHOJ"
0,2.90251974255886,0.282,0.028,0,"2","GNG12-AS1"
0,1.10408739885938,0.539,0.286,0,"2","ZFP36L1"
0,1.44445134609119,0.375,0.122,0,"2","STIM1"
0,2.88346628305105,0.295,0.042,0,"2","PRR5L"
0,1.51273815377014,0.403,0.15,0,"2","NF2"
0,1.10314279734217,0.94,0.687,0,"2","PSAP"
0,2.64548487717301,0.318,0.066,0,"2","EPHA2"
0,1.11484608236752,0.5,0.248,0,"2","NQO1"
0,1.75777087568362,0.378,0.126,0,"2","SLC35A2"
0,1.95662287325256,0.338,0.087,0,"2","TRAM2"
0,1.6191497220908,0.404,0.153,0,"2","VEGFB"
0,1.97671488551488,0.339,0.088,0,"2","PRNP"
0,1.4905681271967,0.378,0.128,0,"2","ITPRID2"
0,2.39236652883217,0.323,0.073,0,"2","PCDH18"
0,2.06223802696129,0.34,0.09,0,"2","OSGIN2"
0,1.22432703936799,0.424,0.174,0,"2","ARL2BP"
0,1.5864472611094,0.44,0.19,0,"2","RBM38"
0,1.60139589355101,0.413,0.163,0,"2","TP53I13"
0,2.82641019807446,0.287,0.038,0,"2","MIR22HG"
0,1.63222120976466,0.346,0.097,0,"2","SUN2"
0,1.3308548186586,0.352,0.104,0,"2","SLC35D1"
0,3.43753114900542,0.314,0.066,0,"2","THRB"
0,1.1580111129239,0.379,0.131,0,"2","CRTC3"
0,1.44157103060137,0.405,0.158,0,"2","MFSD12"
0,2.33320266661743,0.299,0.052,0,"2","ARHGEF17"
0,1.52060679081558,0.377,0.13,0,"2","LMF2"
0,1.37993488329618,0.408,0.161,0,"2","UAP1"
0,1.17223741601116,0.464,0.218,0,"2","AKAP17A"
0,1.50389566883823,0.304,0.058,0,"2","CLIP4"
0,1.06605906934208,0.48,0.234,0,"2","VRK2"
0,1.47011419878372,0.387,0.142,0,"2","POFUT2"
0,1.17197575026083,0.859,0.614,0,"2","GLS"
0,1.06213623203468,0.367,0.122,0,"2","ZNF800"
0,1.75234461525283,0.36,0.115,0,"2","ARHGAP1"
0,1.07491374083716,0.925,0.68,0,"2","MYL12A"
0,2.14837535539099,0.332,0.088,0,"2","FCGRT"
0,1.98523689579013,0.363,0.119,0,"2","BOK"
0,5.33348347100403,0.256,0.012,0,"2","AC016152.1"
0,1.44817018693569,0.324,0.08,0,"2","PYGO1"
0,1.29154609645518,0.421,0.177,0,"2","LACTB"
0,2.4557066024374,0.322,0.078,0,"2","MYO1C"
0,4.6913540577338,0.27,0.027,0,"2","ADAMTS18"
0,1.16536075954428,0.423,0.18,0,"2","MSL1"
0,1.11853705092578,0.577,0.335,0,"2","BARD1"
0,1.06111745967665,0.466,0.225,0,"2","CHPT1"
0,2.13168662503857,0.304,0.063,0,"2","ATP7B"
0,1.3666272232285,0.518,0.277,0,"2","UACA"
0,1.67400214856402,0.348,0.107,0,"2","FXR2"
0,2.95779305858885,0.283,0.042,0,"2","KLF5"
0,2.92390273043878,0.3,0.06,0,"2","ADM"
0,2.08246983825429,0.38,0.14,0,"2","LDLRAD4"
0,1.55068765901062,0.468,0.229,0,"2","EMP2"
0,1.56783989525389,0.404,0.165,0,"2","PARD6B"
0,1.67906588204368,0.308,0.069,0,"2","MAF"
0,3.73992289668935,0.258,0.02,0,"2","TNS1"
0,2.67008487991004,0.27,0.032,0,"2","WDR66"
0,3.09761798570261,0.274,0.036,0,"2","CDC42EP1"
0,1.51406383164277,0.358,0.12,0,"2","PPP1R18"
0,1.65553188644583,0.368,0.13,0,"2","CANT1"
0,2.55296987534165,0.285,0.048,0,"2","NBPF26"
0,1.59241001343744,0.359,0.122,0,"2","PBXIP1"
0,1.12083414459152,0.487,0.25,0,"2","ZNF330"
0,3.94100517502572,0.249,0.012,0,"2","TRIM55"
0,1.62671786803288,0.411,0.174,0,"2","NFIB"
0,2.11800071077403,0.336,0.1,0,"2","IQCA1"
0,1.6845883833299,0.465,0.229,0,"2","ADAMTS16"
0,2.16899810896879,0.304,0.068,0,"2","IER5L"
0,1.08775529137804,0.491,0.255,0,"2","DHCR7"
0,1.13879848008175,0.51,0.274,0,"2","SAV1"
0,1.17757239079256,0.445,0.21,0,"2","MBOAT7"
0,4.3998584349194,0.248,0.013,0,"2","PEAR1"
0,2.69114756528892,0.311,0.076,0,"2","STXBP6"
0,3.66096851294327,0.256,0.022,0,"2","PDGFB"
0,4.21368723410583,0.247,0.013,0,"2","MICAL2"
0,3.99637831592297,0.251,0.017,0,"2","CD248"
0,1.2909328765758,0.405,0.172,0,"2","TM9SF1"
0,2.98398138109881,0.274,0.041,0,"2","SERTAD4"
0,2.72766109437819,0.284,0.052,0,"2","SLC12A4"
0,1.38627936535656,0.356,0.124,0,"2","JOSD1"
0,1.07805961915938,0.429,0.197,0,"2","CUL4B"
0,1.42349264563393,0.389,0.158,0,"2","EDEM2"
0,1.68152339784202,0.366,0.135,0,"2","EHD4"
0,1.54010267185902,0.32,0.09,0,"2","GSTM3"
0,1.05445952393961,0.436,0.206,0,"2","YPEL5"
0,1.05414114346834,0.446,0.216,0,"2","CDR2"
0,2.59257885480618,0.272,0.042,0,"2","ARHGAP23"
0,1.24554971196738,0.351,0.121,0,"2","SERTAD2"
0,2.33680076467285,0.307,0.077,0,"2","JDP2"
0,3.74831973194886,0.247,0.018,0,"2","ITGA11"
0,1.02521217652063,0.467,0.239,0,"2","RNPEP"
0,1.59615173641614,0.459,0.231,0,"2","ANKUB1"
0,1.03624294345219,0.462,0.234,0,"2","UTP20"
0,1.87904615845811,0.349,0.121,0,"2","PELO"
0,1.2055458185944,0.364,0.136,0,"2","SEC24A"
0,1.85975052730552,0.329,0.102,0,"2","CROT"
0,1.50155986531186,0.325,0.098,0,"2","MRAS"
0,1.0243658906562,0.326,0.099,0,"2","BMP1"
0,1.10698506756371,0.423,0.196,0,"2","GNB4"
0,2.36656133308775,0.327,0.101,0,"2","PCOLCE"
0,1.21959194605163,0.379,0.153,0,"2","SLC2A6"
0,1.64290987123807,0.369,0.143,0,"2","NOTCH3"
0,1.52652984039895,0.316,0.091,0,"2","MYBL1"
0,2.99914695965751,0.254,0.029,0,"2","SLC7A7"
0,1.31538099776616,0.318,0.093,0,"2","PALM"
0,2.07383876542632,0.285,0.06,0,"2","COL7A1"
0,1.29956400674566,0.35,0.125,0,"2","WBP1L"
0,3.70000385955938,0.292,0.067,0,"2","PTPRT"
0,2.10844152421039,0.312,0.088,0,"2","DEC1"
0,3.47625123030404,0.235,0.011,0,"2","CDKN2B"
0,1.96264070242064,0.301,0.077,0,"2","NIBAN2"
0,1.82277634275021,0.342,0.119,0,"2","CD74"
0,3.1699030137945,0.246,0.023,0,"2","TNNT2"
0,1.0279061105488,0.44,0.217,0,"2","TOR1A"
0,2.11581214405285,0.31,0.087,0,"2","RCN3"
0,1.555799727029,0.362,0.139,0,"2","ARHGEF26"
0,1.7982752071129,0.328,0.106,0,"2","CNP"
0,3.37365800013297,0.251,0.029,0,"2","DHRS3"
0,3.01721084351512,0.253,0.031,0,"2","AC093791.2"
0,1.39008910405406,0.389,0.167,0,"2","SLC52A2"
0,1.14554245079919,0.445,0.223,0,"2","CORO1B"
0,2.75302830151999,0.247,0.025,0,"2","ZNF536"
0,2.4186307268667,0.291,0.069,0,"2","SHROOM2"
0,1.20294419705695,0.398,0.177,0,"2","PHF10"
0,3.0031912929303,0.26,0.039,0,"2","CYBRD1"
0,1.88869714101874,0.305,0.084,0,"2","EHD1"
0,3.18708082100584,0.272,0.052,0,"2","SYNPO2"
0,2.90086739420035,0.27,0.05,0,"2","GALNT6"
0,1.01289562723874,0.374,0.154,0,"2","ZNF362"
0,1.18858349527058,0.39,0.17,0,"2","HDAC7"
0,2.5921261577086,0.263,0.044,0,"2","EVA1A"
0,1.44184213243072,0.521,0.302,0,"2","ATAD2"
0,2.1688144656032,0.316,0.097,0,"2","EXPH5"
0,1.21289154510136,0.374,0.155,0,"2","ACOT9"
0,1.3016024936475,0.357,0.138,0,"2","CNOT6L"
0,2.3039575983707,0.285,0.066,0,"2","GRIN2A"
0,1.17296167192112,0.395,0.177,0,"2","PLEKHA3"
0,1.19508245663319,0.366,0.148,0,"2","MOSPD2"
0,1.05603111873015,0.417,0.199,0,"2","SLC35B2"
0,1.32140468908057,0.371,0.154,0,"2","VAMP3"
0,4.24459302123164,0.226,0.009,0,"2","FOXC2"
0,1.74168771451156,0.428,0.211,0,"2","KRT19"
0,1.40400359807535,0.288,0.071,0,"2","HHAT"
0,1.7130625737372,0.301,0.084,0,"2","RILPL1"
0,1.00974219061871,0.937,0.721,0,"2","MARCKS"
0,1.71490578604636,0.32,0.104,0,"2","ELOVL1"
0,3.27144855442468,0.248,0.032,0,"2","NUAK2"
0,1.13530047387473,0.368,0.152,0,"2","OSBPL2"
0,1.37345654233317,0.348,0.132,0,"2","P4HA2"
0,2.51925109935125,0.273,0.058,0,"2","MIR34AHG"
0,1.13720891293247,0.506,0.291,0,"2","MYO1D"
0,1.02747547082496,0.31,0.095,0,"2","ZHX1"
0,1.09785532468884,0.359,0.144,0,"2","CLN5"
0,1.22867533053349,0.358,0.143,0,"2","CFL2"
0,4.08414378157888,0.228,0.013,0,"2","LRRN4"
0,1.08954320391329,0.568,0.353,0,"2","NEGR1"
0,2.05402077910554,0.262,0.048,0,"2","NNMT"
0,1.87216871584129,0.263,0.049,0,"2","ADCY6"
0,3.73270307811519,0.239,0.025,0,"2","MSX1"
0,1.22071824089922,0.402,0.189,0,"2","FANCB"
0,1.16242802605802,0.376,0.163,0,"2","ITSN2"
0,2.25480685957123,0.288,0.075,0,"2","SNHG18"
0,1.73264513495699,0.338,0.126,0,"2","ARL4C"
0,1.43962156698535,0.343,0.131,0,"2","CTSA"
0,1.39392379886824,0.351,0.139,0,"2","SLC12A9"
0,4.14464186305806,0.228,0.017,0,"2","EPAS1"
0,2.51499708453268,0.263,0.052,0,"2","DAB2"
0,1.24074780568133,0.329,0.118,0,"2","RIPK1"
0,1.92448100893,0.289,0.078,0,"2","TNIP1"
0,1.40122211257263,0.279,0.069,0,"2","INPP1"
0,1.38010122015423,0.332,0.122,0,"2","LINC00960"
0,2.74207102617277,0.253,0.044,0,"2","PLXND1"
0,1.48852804131944,0.312,0.103,0,"2","TACC1"
0,1.68549721002208,0.306,0.097,0,"2","TRIM5"
0,1.43462703771215,0.325,0.117,0,"2","PPP1R15A"
0,1.05701199265282,0.359,0.151,0,"2","NMT2"
0,1.58081856227843,0.336,0.129,0,"2","DUSP14"
0,2.18923177974083,0.289,0.082,0,"2","BMP4"
0,1.13952603973937,0.403,0.197,0,"2","TSPAN4"
0,1.1317005283017,0.386,0.18,0,"2","YTHDF1"
0,1.70381006035208,0.304,0.098,0,"2","RRAGC"
0,1.48822404849883,0.349,0.143,0,"2","ID4"
0,1.09953606550252,0.353,0.147,0,"2","ORAI2"
0,1.30541170007698,0.369,0.163,0,"2","COL27A1"
0,1.09480091440388,0.33,0.125,0,"2","PRRG1"
0,1.12633004912939,0.486,0.282,0,"2","RRM1"
0,1.04765099332768,0.395,0.191,0,"2","IFNGR2"
0,1.08417832135343,0.335,0.131,0,"2","LINC00205"
0,2.74018580157031,0.239,0.035,0,"2","CCDC144A"
0,2.81864488083852,0.253,0.05,0,"2","AHR"
0,1.05327264012242,0.343,0.14,0,"2","FAM91A1"
0,2.02972054347613,0.271,0.068,0,"2","PLEC"
0,1.11874167908135,0.317,0.114,0,"2","TRAF6"
0,1.88892973192435,0.262,0.059,0,"2","ITGA5"
0,1.76864599493704,0.34,0.137,0,"2","BBC3"
0,3.68792198746972,0.216,0.013,0,"2","CPA4"
0,1.35230608538008,0.301,0.098,0,"2","TMEM47"
0,1.09446716389716,0.958,0.755,0,"2","EIF4G2"
0,1.04793853614932,0.402,0.2,0,"2","TLNRD1"
0,1.03406678768177,0.504,0.302,0,"2","TYMS"
0,1.12629250554442,0.36,0.158,0,"2","TGFBR2"
0,2.31388199299675,0.283,0.081,0,"2","HAPLN3"
0,1.75387727767051,0.285,0.083,0,"2","ZNF512B"
0,2.11632709125876,0.273,0.072,0,"2","WFS1"
0,3.30845110358525,0.22,0.019,0,"2","FAS"
0,3.15966835202907,0.22,0.019,0,"2","NR2F2-AS1"
0,1.9308049291587,0.273,0.072,0,"2","TSPYL2"
0,4.37893499483288,0.21,0.009,0,"2","WNT16"
0,1.06256737557467,0.351,0.15,0,"2","SLC4A8"
0,2.83592903287037,0.242,0.041,0,"2","ITPRIPL2"
0,2.62285268608014,0.252,0.052,0,"2","F3"
0,1.19541607864627,0.326,0.126,0,"2","PCDHA10"
0,3.45309295655677,0.215,0.015,0,"2","MMP10"
0,1.47423166578456,0.331,0.131,0,"2","TMEM106C"
0,1.12520067708137,0.361,0.161,0,"2","USP5"
0,1.43127561836923,0.985,0.785,0,"2","S100A10"
0,1.90371073535551,0.262,0.063,0,"2","TIPARP"
0,2.62035728504386,0.249,0.05,0,"2","BCL6"
0,2.29498977182461,0.251,0.052,0,"2","EPDR1"
0,2.42623302410339,0.242,0.043,0,"2","CHST3"
0,1.15600936705595,0.362,0.163,0,"2","MAFG"
0,1.54326674901924,0.283,0.084,0,"2","LINC00882"
0,1.25290613170638,0.268,0.07,0,"2","SLC8A1-AS1"
0,2.49484219191209,0.249,0.051,0,"2","EFHD1"
0,1.65018332684908,0.276,0.078,0,"2","MICALL1"
0,1.15768217309757,0.353,0.155,0,"2","PXN"
0,1.04626258746948,0.404,0.207,0,"2","RRAGA"
0,3.61516761001857,0.213,0.016,0,"2","LIMS2"
0,3.78890932338677,0.216,0.019,0,"2","ARAP2"
0,1.42152305748396,0.315,0.118,0,"2","BAG3"
0,1.16445834370375,0.279,0.082,0,"2","SOX6"
0,2.08933427299128,0.279,0.082,0,"2","IRS2"
0,1.80390200595015,0.294,0.097,0,"2","MARVELD1"
0,2.34722729813348,0.239,0.042,0,"2","DGKA"
0,1.3736789649174,0.334,0.138,0,"2","SH3GL3"
0,1.13111016008322,0.968,0.772,0,"2","LAPTM4A"
0,1.36487512434915,0.262,0.067,0,"2","RFTN1"
0,2.01121928558333,0.27,0.075,0,"2","SIAH2"
0,1.17586259834015,0.296,0.101,0,"2","ACOX3"
0,1.63951190069555,0.359,0.164,0,"2","PDE3A"
0,1.22396790844173,0.303,0.109,0,"2","NXPE3"
0,2.49694656531491,0.241,0.047,0,"2","CRYAB"
0,2.0113580120724,0.261,0.067,0,"2","ELMSAN1"
0,2.79179747416974,0.247,0.053,0,"2","SOX3"
0,1.47002677623935,0.317,0.124,0,"2","GALE"
0,3.17514883834499,0.21,0.017,0,"2","TMEM40"
0,1.45395171823934,0.452,0.259,0,"2","BRIP1"
0,1.22972341078786,0.28,0.088,0,"2","GSDME"
0,1.06368170077928,0.339,0.147,0,"2","ATN1"
0,1.7348089662184,0.264,0.072,0,"2","PLEKHG1"
0,1.42202338056742,0.307,0.115,0,"2","ARHGEF40"
0,1.18650271081213,0.325,0.133,0,"2","SLC35E1"
0,1.13243200559751,0.34,0.149,0,"2","SPNS1"
0,2.26853063811225,0.241,0.05,0,"2","CRIM1-DT"
0,4.0387973560019,0.2,0.009,0,"2","DLX6"
0,3.08689509267905,0.216,0.025,0,"2","LINC01239"
0,3.27183924543867,0.207,0.016,0,"2","CSDC2"
0,2.70459807868893,0.218,0.028,0,"2","WNT9A"
0,1.03753313282419,0.392,0.202,0,"2","SNX17"
0,1.84593891382983,0.244,0.054,0,"2","PURA"
0,1.74904472534447,0.274,0.084,0,"2","P3H3"
0,2.07361960173455,0.233,0.043,0,"2","MYOCD"
0,3.51593711508596,0.211,0.021,0,"2","ICAM1"
0,2.40230072653824,0.232,0.043,0,"2","SERTAD4-AS1"
0,1.01697396766776,0.309,0.12,0,"2","C6orf89"
0,4.37060888988911,0.199,0.01,0,"2","TNFSF15"
0,1.06634814618686,0.292,0.103,0,"2","NCKAP5L"
0,3.97547032228827,0.222,0.033,0,"2","IL1RAPL2"
0,1.05908409229275,0.967,0.778,0,"2","PRKDC"
0,1.4121751173254,0.332,0.144,0,"2","MOSPD1"
0,1.65894440752245,0.25,0.062,0,"2","SOAT1"
0,1.56212974612203,0.272,0.084,0,"2","TGFBRAP1"
0,1.00449589434338,0.364,0.176,0,"2","RREB1"
0,1.4897171290451,0.261,0.073,0,"2","DUSP8"
0,2.01253815963209,0.254,0.066,0,"2","ATF5"
0,3.01819057848652,0.203,0.015,0,"2","MAP3K7CL"
0,1.45867325519133,0.289,0.101,0,"2","BICD2"
0,1.10585330196378,0.336,0.149,0,"2","MAP3K1"
0,1.10499997084772,0.308,0.121,0,"2","ZNF518B"
0,3.38621948081794,0.203,0.016,0,"2","CAMK2A"
0,1.00172711630594,0.378,0.191,0,"2","PDCL"
0,1.34694057773064,0.313,0.126,0,"2","PAF1"
0,1.04598690977635,0.283,0.097,0,"2","SETD7"
0,3.48550009752794,0.236,0.051,0,"2","DLK1"
0,1.9262995975933,0.238,0.053,0,"2","PVR"
